Player_Pairs,Number_of_Partnerships,Unbroken,Total_Runs,Highest_Runs,Avg_Runs_Per_Dismissal,Century_Partnerships,50Runs_Partnerships,Country
JJ Bumrah & Kuldeep Yadav,1,0,12,12,12,0,0,India
Harbhajan Singh & Z Khan,1,1,12,12*,-,0,0,India
Harbhajan Singh & RV Uthappa,1,1,12,12*,-,0,0,India
KD Karthik & HH Pandya,1,0,12,12,12,0,0,India
AR Patel & SV Samson,1,0,12,12,12,0,0,India
S Dhawan & KM Jadhav,1,0,11,11,11,0,0,India
MS Dhoni & D Mongia,1,0,11,11,11,0,0,India
Harbhajan Singh & RA Jadeja,1,0,11,11,11,0,0,India
Harbhajan Singh & S Sreesanth,1,0,11,11,11,0,0,India
RA Jadeja & RG Sharma,3,0,11,8,3.66,0,0,India
KD Karthik & Yuvraj Singh,1,1,11,11*,-,0,0,India
B Kumar & AR Patel,2,1,11,7,11,0,0,India
P Kumar & IK Pathan,1,0,11,11,11,0,0,India
HH Pandya & RR Pant,1,0,11,11,11,0,0,India
IK Pathan & I Sharma,1,0,11,11,11,0,0,India
RR Pant & RG Sharma,1,0,10,10,10,0,0,India
AB Dinda & B Kumar,1,1,9,9*,-,0,0,India
Mandeep Singh & MK Pandey,1,0,9,9,9,0,0,India
V Sehwag & RV Uthappa,2,0,9,9,4.5,0,0,India
S Badrinath & SK Raina,1,0,8,8,8,0,0,India
STR Binny & KM Jadhav,1,0,8,8,8,0,0,India
RA Jadeja & KM Jadhav,1,0,8,8,8,0,0,India
RA Jadeja & RP Singh,1,1,8,8*,-,0,0,India
R Ashwin & MM Sharma,1,0,7,7,7,0,0,India
S Badrinath & YK Pathan,1,0,7,7,7,0,0,India
RA Jadeja & Z Khan,2,1,7,4,7,0,0,India
KM Jadhav & HH Pandya,1,0,7,7,7,0,0,India
B Kumar & MM Sharma,1,0,7,7,7,0,0,India
AM Rahane & Yuvraj Singh,1,0,7,7,7,0,0,India
KL Rahul & AT Rayudu,1,0,7,7,7,0,0,India
SK Raina & V Sehwag,1,0,7,7,7,0,0,India
PP Chawla & SK Raina,1,0,6,6,6,0,0,India
MS Dhoni & A Nehra,1,0,6,6,6,0,0,India
AB Dinda & PP Ojha,1,0,6,6,6,0,0,India
KD Karthik & Washington Sundar,1,1,6,6*,-,0,0,India
V Kohli & HH Pandya,3,0,6,4,2,0,0,India
Kuldeep Yadav & B Kumar,1,1,6,6*,-,0,0,India
V Sehwag & RG Sharma,1,0,6,6,6,0,0,India
AB Agarkar & KD Karthik,1,0,5,5,5,0,0,India
RA Jadeja & HH Pandya,1,0,5,5,5,0,0,India
RA Jadeja & YK Pathan,1,0,5,5,5,0,0,India
KD Karthik & AR Patel,1,0,5,5,5,0,0,India
NV Ojha & SK Raina,1,0,5,5,5,0,0,India
YK Pathan & RG Sharma,1,0,5,5,5,0,0,India
AM Rahane & SK Raina,1,0,5,5,5,0,0,India
R Dhawan & MS Dhoni,1,1,4,4*,-,0,0,India
Harbhajan Singh & IK Pathan,2,0,4,3,2,0,0,India
KD Karthik & RG Sharma,1,0,4,4,4,0,0,India
KD Karthik & M Vijay,1,0,4,4,4,0,0,India
V Kohli & RV Uthappa,1,0,4,4,4,0,0,India
Sandeep Sharma & MM Sharma,1,1,4,4*,-,0,0,India
AB Agarkar & S Sreesanth,1,0,3,3,3,0,0,India
R Ashwin & Harbhajan Singh,1,1,3,3*,-,0,0,India
YS Chahal & Kuldeep Yadav,1,0,3,3,3,0,0,India
B Kumar & HH Pandya,1,0,3,3,3,0,0,India
P Kumar & R Vinay Kumar,1,0,3,3,3,0,0,India
JJ Bumrah & MS Dhoni,2,1,2,2*,2,0,0,India
JJ Bumrah & B Kumar,1,1,2,2*,-,0,0,India
RA Jadeja & A Nehra,1,0,2,2,2,0,0,India
A Nehra & RG Sharma,1,0,2,2,2,0,0,India
HH Pandya & Yuvraj Singh,2,0,2,2,1,0,0,India
AR Patel & SK Raina,1,0,2,2,2,0,0,India
SK Raina & AT Rayudu,1,0,2,2,2,0,0,India
AB Agarkar & Harbhajan Singh,1,0,1,1,1,0,0,India
R Ashwin & JJ Bumrah,1,0,1,1,1,0,0,India
R Ashwin & B Kumar,2,1,1,1*,1,0,0,India
MS Dhoni & SS Iyer,1,0,1,1,1,0,0,India
MS Dhoni & A Mishra,1,0,1,1,1,0,0,India
RA Jadeja & B Kumar,1,0,1,1,1,0,0,India
KD Karthik & V Sehwag,1,0,1,1,1,0,0,India
S Badrinath & PA Patel,1,0,0,0,0,0,0,India
JJ Bumrah & A Nehra,1,0,0,0,0,0,0,India
MS Dhoni & P Kumar,1,0,0,0,0,0,0,India
Harbhajan Singh & AR Patel,1,0,0,0,0,0,0,India
KM Jadhav & RR Pant,1,0,0,0,0,0,0,India
KD Karthik & B Kumar,1,0,0,0,0,0,0,India
V Kohli & RR Pant,1,0,0,0,0,0,0,India
B Kumar & I Sharma,1,0,0,0,0,0,0,India
P Kumar & SK Raina,1,0,0,0,0,0,0,India
MK Pandey & AT Rayudu,1,0,0,0,0,0,0,India
MM Patel & R Vinay Kumar,1,0,0,0,0,0,0,India
IK Pathan & S Sreesanth,1,0,0,0,0,0,0,India
Shoaib Malik & Umar Akmal,24,2,797,114*,36.22,1,5,Pakistan
Ahmed Shehzad & Mohammad Hafeez,21,1,741,143*,37.05,1,3,Pakistan
Shahid Afridi & Umar Akmal,28,1,608,66,22.51,0,2,Pakistan
Kamran Akmal & Salman Butt,14,0,491,142,35.07,1,2,Pakistan
Sarfraz Ahmed & Shoaib Malik,19,5,472,96,33.71,0,3,Pakistan
Mohammad Hafeez & Umar Akmal,18,1,458,102,26.94,1,2,Pakistan
Mohammad Hafeez & Shoaib Malik,18,1,432,106,25.41,1,0,Pakistan
Misbah-ul-Haq & Shoaib Malik,11,3,430,119*,53.75,1,3,Pakistan
Shahid Afridi & Shoaib Malik,19,4,422,76*,28.13,0,4,Pakistan
Ahmed Shehzad & Babar Azam,7,0,403,122,57.57,2,2,Pakistan
Imran Nazir & Mohammad Hafeez,12,0,385,124,32.08,1,1,Pakistan
Ahmed Shehzad & Fakhar Zaman,9,0,367,94,40.77,0,3,Pakistan
Babar Azam & Fakhar Zaman,10,0,306,61,30.6,0,1,Pakistan
Babar Azam & Shoaib Malik,10,2,301,75,37.62,0,2,Pakistan
Ahmed Shehzad & Mukhtar Ahmed,6,0,278,142,46.33,1,1,Pakistan
Misbah-ul-Haq & Younis Khan,6,0,268,78,44.66,0,3,Pakistan
Shoaib Malik & Younis Khan,10,0,266,101,26.6,1,0,Pakistan
Mohammad Hafeez & Shahid Afridi,10,1,253,59,28.11,0,1,Pakistan
Mohammad Hafeez & Nasir Jamshed,10,0,251,76,25.1,0,2,Pakistan
Babar Azam & Mohammad Hafeez,5,0,250,94,50,0,3,Pakistan
Ahmed Shehzad & Nasir Jamshed,9,0,244,74,27.11,0,1,Pakistan
Kamran Akmal & Umar Akmal,6,0,243,96,40.5,0,2,Pakistan
Ahmed Shehzad & Sharjeel Khan,7,0,228,65,32.57,0,1,Pakistan
Misbah-ul-Haq & Shahid Afridi,13,0,220,47,16.92,0,0,Pakistan
Ahmed Shehzad & Shoaib Malik,6,0,215,83,35.83,0,1,Pakistan
Abdul Razzaq & Umar Akmal,8,0,202,44,25.25,0,0,Pakistan
Khalid Latif & Sharjeel Khan,5,0,195,107,39,1,0,Pakistan
Babar Azam & Hussain Talat,3,0,191,119,63.66,1,1,Pakistan
Fakhar Zaman & Hussain Talat,8,0,186,72,23.25,0,1,Pakistan
Kamran Akmal & Misbah-ul-Haq,5,1,186,85,46.5,0,1,Pakistan
Fakhar Zaman & Shoaib Malik,4,0,182,107,45.5,1,0,Pakistan
Hussain Talat & Sarfraz Ahmed,4,0,180,75,45,0,1,Pakistan
Babar Azam & Khalid Latif,4,2,178,88*,89,0,2,Pakistan
Kamran Akmal & Shoaib Malik,11,2,173,43,19.22,0,0,Pakistan
Fakhar Zaman & Sarfraz Ahmed,6,0,162,45,27,0,0,Pakistan
Asif Ali & Shoaib Malik,7,2,161,62*,32.2,0,1,Pakistan
Asad Shafiq & Mohammad Hafeez,4,0,157,74,39.25,0,1,Pakistan
Kamran Akmal & Shahzaib Hasan,6,0,154,48,25.66,0,0,Pakistan
Imran Nazir & Kamran Akmal,7,1,149,40,24.83,0,0,Pakistan
Kamran Akmal & Nasir Jamshed,5,1,139,79,34.75,0,2,Pakistan
Salman Butt & Shoaib Khan jnr,4,0,136,96,34,0,1,Pakistan
Imran Nazir & Salman Butt,5,0,132,76,26.4,0,1,Pakistan
Misbah-ul-Haq & Umar Akmal,9,0,132,37,14.66,0,0,Pakistan
Mohammad Hafeez & Sharjeel Khan,7,0,130,57,18.57,0,1,Pakistan
Ahmed Shehzad & Kamran Akmal,8,0,128,43,16,0,0,Pakistan
Abdul Razzaq & Misbah-ul-Haq,7,2,120,45,24,0,0,Pakistan
Sarfraz Ahmed & Umar Akmal,7,2,116,43*,23.2,0,0,Pakistan
Fawad Alam & Shoaib Malik,3,1,112,50*,56,0,1,Pakistan
Asif Ali & Mohammad Hafeez,4,1,111,67,37,0,1,Pakistan
Shahid Afridi & Sohail Tanvir,7,2,111,36,22.2,0,0,Pakistan
Shoaib Malik & Sohaib Maqsood,6,1,110,33,22,0,0,Pakistan
Babar Azam & Sarfraz Ahmed,3,0,108,91,36,0,1,Pakistan
Kamran Akmal & Shahid Afridi,6,0,106,40,17.66,0,0,Pakistan
Babar Azam & Kamran Akmal,2,0,103,88,51.5,0,1,Pakistan
Misbah-ul-Haq & Salman Butt,4,0,103,64,25.75,0,1,Pakistan
Salman Butt & Shoaib Malik,6,0,103,46,17.16,0,0,Pakistan
Babar Azam & Sahibzada Farhan,2,0,101,93,50.5,0,1,Pakistan
Ahmed Shehzad & Umar Akmal,7,0,99,36,14.14,0,0,Pakistan
Asif Ali & Babar Azam,3,0,98,56,32.66,0,1,Pakistan
Shahid Afridi & Younis Khan,5,1,97,29*,24.25,0,0,Pakistan
Abdul Razzaq & Fawad Alam,6,0,95,48,15.83,0,0,Pakistan
Mohammad Hafeez & Salman Butt,6,0,93,40,15.5,0,0,Pakistan
Kamran Akmal & Mohammad Hafeez,8,0,91,47,11.37,0,0,Pakistan
Fawad Alam & Umar Akmal,5,1,90,39*,22.5,0,0,Pakistan
Asad Shafiq & Umar Akmal,5,0,89,29,17.8,0,0,Pakistan
Sohaib Maqsood & Umar Akmal,4,0,84,32,21,0,0,Pakistan
Khalid Latif & Umar Akmal,3,0,82,45,27.33,0,0,Pakistan
Fawad Alam & Misbah-ul-Haq,5,3,81,35*,40.5,0,0,Pakistan
Imran Farhat & Mohammad Hafeez,3,0,81,31,27,0,0,Pakistan
Asad Shafiq & Misbah-ul-Haq,3,0,79,46,26.33,0,0,Pakistan
Faheem Ashraf & Shoaib Malik,4,2,77,47*,38.5,0,0,Pakistan
Mohammad Hafeez & Rameez Raja (2),2,0,74,73,37,0,1,Pakistan
Ahmed Shehzad & Shahid Afridi,4,0,73,34,18.25,0,0,Pakistan
Mohammad Hafeez & Sarfraz Ahmed,5,2,73,39,24.33,0,0,Pakistan
Mohammad Hafeez & Sohaib Maqsood,5,0,73,24,14.6,0,0,Pakistan
Salman Butt & Younis Khan,6,0,70,30,11.66,0,0,Pakistan
Umar Akmal & Umar Gul,4,1,70,49,23.33,0,0,Pakistan
Ahmed Shehzad & Sohaib Maqsood,4,1,67,55,22.33,0,1,Pakistan
Fakhar Zaman & Haris Sohail,2,0,66,58,33,0,1,Pakistan
Babar Azam & Hasan Ali,3,2,65,30,65,0,0,Pakistan
Misbah-ul-Haq & Yasir Arafat,2,0,65,38,32.5,0,0,Pakistan
Khalid Latif & Shoaib Malik,2,0,64,37,32,0,0,Pakistan
Mohammad Rizwan & Shahid Afridi,2,0,64,61,32,0,1,Pakistan
Imran Nazir & Younis Khan,2,0,63,36,31.5,0,0,Pakistan
Saeed Ajmal & Sohail Tanvir,1,0,63,63,63,0,1,Pakistan
Sarfraz Ahmed & Shahid Afridi,5,1,63,28,15.75,0,0,Pakistan
Salman Butt & Shahid Afridi,4,0,62,25,15.5,0,0,Pakistan
Fakhar Zaman & Umar Amin,2,0,61,57,30.5,0,1,Pakistan
Imran Nazir & Shahid Afridi,3,1,60,36,30,0,0,Pakistan
Anwar Ali & Imad Wasim,1,0,58,58,58,0,1,Pakistan
Misbah-ul-Haq & Sohail Tanvir,3,0,58,34,19.33,0,0,Pakistan
Anwar Ali & Sarfraz Ahmed,3,0,57,27,19,0,0,Pakistan
Ahmed Shehzad & Rafatullah Mohmand,2,0,56,51,28,0,1,Pakistan
Faheem Ashraf & Imad Wasim,3,3,56,25*,-,0,0,Pakistan
Mohammad Rizwan & Shoaib Malik,4,0,56,39,14,0,0,Pakistan
Mohammad Rizwan & Umar Akmal,2,0,56,34,28,0,0,Pakistan
Abdul Razzaq & Salman Butt,2,0,55,53,27.5,0,1,Pakistan
Hammad Azam & Shahid Afridi,2,0,54,30,27,0,0,Pakistan
Haris Sohail & Sarfraz Ahmed,2,0,54,37,27,0,0,Pakistan
Shadab Khan & Shoaib Malik,1,0,54,54,54,0,1,Pakistan
Imad Wasim & Mohammad Rizwan,2,0,52,46,26,0,0,Pakistan
Imad Wasim & Shoaib Malik,5,1,52,21,13,0,0,Pakistan
Awais Zia & Sarfraz Ahmed,1,0,51,51,51,0,1,Pakistan
Ahmed Shehzad & Saad Nasim,2,0,50,40,25,0,0,Pakistan
Haris Sohail & Mohammad Hafeez,1,0,49,49,49,0,0,Pakistan
Imad Wasim & Umar Akmal,2,1,49,25*,49,0,0,Pakistan
Abdul Razzaq & Yasir Arafat,3,1,47,23*,23.5,0,0,Pakistan
Ahmed Shehzad & Umar Amin,3,0,45,30,15,0,0,Pakistan
Shahid Afridi & Sohaib Maqsood,7,1,45,21,7.5,0,0,Pakistan
Sohail Tanvir & Wahab Riaz,1,0,45,45,45,0,0,Pakistan
Mohammad Yousuf & Shahzaib Hasan,2,0,44,37,22,0,0,Pakistan
Abdul Razzaq & Shoaib Malik,2,1,43,25,43,0,0,Pakistan
Abdur Rehman & Umar Akmal,2,0,42,26,21,0,0,Pakistan
Asad Shafiq & Awais Zia,2,0,42,40,21,0,0,Pakistan
Kamran Akmal & Khalid Latif,2,0,42,34,21,0,0,Pakistan
Sohail Tanvir & Umar Akmal,4,1,42,22,14,0,0,Pakistan
Asif Ali & Hussain Talat,1,1,41,41*,-,0,0,Pakistan
Mohammad Hafeez & Younis Khan,4,0,41,26,10.25,0,0,Pakistan
Awais Zia & Mohammad Hafeez,3,0,40,32,13.33,0,0,Pakistan
Faheem Ashraf & Shadab Khan,2,0,40,31,20,0,0,Pakistan
Imran Nazir & Nasir Jamshed,2,0,38,24,19,0,0,Pakistan
